Token,is_Stop_Word,Lemmatized,Tag,Tag Explanation,Part of Speech Tag,Dependency Parsing
region,False,region,NN,"noun, singular or mass",NOUN,pobj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,aux
also,True,also,RB,adverb,ADV,advmod
exacerbating,False,exacerbate,VBG,"verb, gerund or present participle",VERB,ccomp
the,True,the,DT,determiner,DET,det
violence,False,violence,NN,"noun, singular or mass",NOUN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
CNN,False,CNN,NNP,"noun, proper singular",PROPN,nsubj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
found,False,find,VBN,"verb, past participle",VERB,ROOT
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
According,False,accord,VBG,"verb, gerund or present participle",VERB,prep
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
intelligence,False,intelligence,NN,"noun, singular or mass",NOUN,compound
officials,False,official,NNS,"noun, plural",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
eyewitnesses,False,eyewitness,NNS,"noun, plural",NOUN,meta
at,True,at,IN,"conjunction, subordinating or preposition",ADP,prep
key,False,key,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
transit,False,transit,NN,"noun, singular or mass",NOUN,compound
points,False,point,NNS,"noun, plural",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
CNN,False,CNN,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
open,False,open,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
source,False,source,NN,"noun, singular or mass",NOUN,compound
analysis,False,analysis,NN,"noun, singular or mass",NOUN,conj
",",False,",",",","punctuation mark, comma",PUNCT,punct
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,nsubj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,aux
arming,False,arm,VBG,"verb, gerund or present participle",VERB,ROOT
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,dobj
using,True,use,VBG,"verb, gerund or present participle",VERB,advcl
supply,False,supply,NN,"noun, singular or mass",NOUN,compound
routes,False,route,NNS,"noun, plural",NOUN,dobj
that,True,that,WDT,wh-determiner,PRON,nsubj
run,False,run,VBP,"verb, non-3rd person singular present",VERB,relcl
through,True,through,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,compound
region,False,region,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
" 
     

",False," 
     

",_SP,whitespace,SPACE,dep
Exclusive,False,exclusive,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
:,False,:,:,"punctuation mark, colon or ellipsis",PUNCT,punct
Evidence,False,evidence,NN,"noun, singular or mass",NOUN,nsubj
emerges,False,emerge,VBZ,"verb, 3rd person singular present",VERB,ccomp
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
Russia,False,Russia,NNP,"noun, proper singular",PROPN,poss
's,True,'s,POS,possessive ending,PART,case
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,nsubj
arming,False,arm,VBG,"verb, gerund or present participle",VERB,pcomp
militia,False,militia,NN,"noun, singular or mass",NOUN,compound
leader,False,leader,NN,"noun, singular or mass",NOUN,dobj
battling,False,battle,VBG,"verb, gerund or present participle",VERB,acl
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,poss
's,True,'s,POS,possessive ending,PART,case
army,False,army,NN,"noun, singular or mass",NOUN,dobj
"
 
            ",False,"
 
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
What,True,what,WP,"wh-pronoun, personal",PRON,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,csubj
not,True,not,RB,adverb,PART,neg
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
doubt,False,doubt,NN,"noun, singular or mass",NOUN,pobj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ccomp
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
role,False,role,NN,"noun, singular or mass",NOUN,attr
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
this,True,this,DT,determiner,PRON,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
it,True,it,PRP,"pronoun, personal",PRON,nsubj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,aux
supplying,False,supply,VBG,"verb, gerund or present participle",VERB,ccomp
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,dobj
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
arms,False,arm,NNS,"noun, plural",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
supplies,False,supply,NNS,"noun, plural",NOUN,conj
through,True,through,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
one,True,one,CD,cardinal number,NUM,nummod
Western,False,western,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
intelligence,False,intelligence,NN,"noun, singular or mass",NOUN,compound
official,False,official,NN,"noun, singular or mass",NOUN,nsubj
told,False,tell,VBD,"verb, past tense",VERB,ROOT
CNN,False,CNN,NNP,"noun, proper singular",PROPN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
It,True,it,PRP,"pronoun, personal",PRON,nsubj
follows,False,follow,VBZ,"verb, 3rd person singular present",VERB,ROOT
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
modus,False,modu,NNS,"noun, plural",NOUN,compound
operandi,False,operandi,RB,adverb,ADV,ccomp
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
Create,False,create,VB,"verb, base form",VERB,ccomp
chaos,False,chaos,NN,"noun, singular or mass",NOUN,dobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
seize,False,seize,VB,"verb, base form",VERB,conj
power,False,power,NN,"noun, singular or mass",NOUN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
another,True,another,DT,determiner,DET,det
intelligence,False,intelligence,NN,"noun, singular or mass",NOUN,compound
source,False,source,NN,"noun, singular or mass",NOUN,nsubj
active,False,active,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
region,False,region,NN,"noun, singular or mass",NOUN,pobj
added,False,add,VBD,"verb, past tense",VERB,ROOT
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     

",False,"
     

",_SP,whitespace,SPACE,dep
Russia,False,Russia,NNP,"noun, proper singular",PROPN,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,aux
plundering,False,plunder,VBG,"verb, gerund or present participle",VERB,ROOT
gold,False,gold,NN,"noun, singular or mass",NOUN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
to,True,to,TO,"infinitival ""to""",PART,aux
boost,False,boost,VB,"verb, base form",VERB,xcomp
Putin,False,Putin,NNP,"noun, proper singular",PROPN,poss
's,True,'s,POS,possessive ending,PART,case
war,False,war,NN,"noun, singular or mass",NOUN,compound
effort,False,effort,NN,"noun, singular or mass",NOUN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Ukraine,False,Ukraine,NNP,"noun, proper singular",PROPN,nmod
"
 
             ",False,"
 
             ",_SP,whitespace,SPACE,dep
A,True,a,DT,determiner,DET,det
months,False,month,NNS,"noun, plural",NOUN,npadvmod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
long,False,long,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
CNN,False,CNN,NNP,"noun, proper singular",PROPN,compound
investigation,False,investigation,NN,"noun, singular or mass",NOUN,pobj
uncovered,False,uncover,VBD,"verb, past tense",VERB,conj
an,True,an,DT,determiner,DET,det
increase,False,increase,NN,"noun, singular or mass",NOUN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,compound
supplies,False,supply,NNS,"noun, plural",NOUN,pobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,pobj
that,True,that,WDT,wh-determiner,PRON,nsubj
began,False,begin,VBD,"verb, past tense",VERB,relcl
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
run,False,run,NN,"noun, singular or mass",NOUN,compound
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
up,True,up,NN,"noun, singular or mass",NOUN,pobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
conflict,False,conflict,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
Armaments,False,armament,NNS,"noun, plural",NOUN,nsubj
appear,False,appear,VBP,"verb, non-3rd person singular present",VERB,ROOT
to,True,to,TO,"infinitival ""to""",PART,aux
have,True,have,VB,"verb, base form",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,auxpass
shuttled,False,shuttle,VBN,"verb, past participle",VERB,xcomp
into,True,into,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
through,True,through,IN,"conjunction, subordinating or preposition",ADP,prep
key,False,key,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
transit,False,transit,NN,"noun, singular or mass",NOUN,compound
points,False,point,NNS,"noun, plural",NOUN,pobj
:,False,:,:,"punctuation mark, colon or ellipsis",PUNCT,punct
Russia,False,Russia,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
air,False,air,NN,"noun, singular or mass",NOUN,nmod
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
naval,False,naval,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,conj
base,False,base,NN,"noun, singular or mass",NOUN,oprd
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Syrian,False,syrian,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
coastal,False,coastal,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
region,False,region,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
Latakia,False,Latakia,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
Wagner,False,wagner,NN,"noun, singular or mass",NOUN,compound
bases,False,basis,NNS,"noun, plural",NOUN,conj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Libya,False,Libya,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
Bangui,False,Bangui,NNP,"noun, proper singular",PROPN,compound
airport,False,airport,NN,"noun, singular or mass",NOUN,conj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Central,False,Central,NNP,"noun, proper singular",PROPN,compound
African,False,African,NNP,"noun, proper singular",PROPN,compound
Republic,False,Republic,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
The,True,the,DT,determiner,DET,det
weapons,False,weapon,NNS,"noun, plural",NOUN,nsubjpass
were,True,be,VBD,"verb, past tense",AUX,auxpass
also,True,also,RB,adverb,ADV,advmod
transported,False,transport,VBN,"verb, past participle",VERB,ROOT
into,True,into,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
through,True,through,IN,"conjunction, subordinating or preposition",ADP,prep
overland,False,overland,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
routes,False,route,NNS,"noun, plural",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
extending,False,extend,VBG,"verb, gerund or present participle",VERB,advcl
a,True,a,DT,determiner,DET,det
robust,False,robust,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
relationship,False,relationship,NN,"noun, singular or mass",NOUN,dobj
that,True,that,WDT,wh-determiner,PRON,nsubj
predated,False,predate,VBD,"verb, past tense",VERB,relcl
the,True,the,DT,determiner,DET,det
war,False,war,NN,"noun, singular or mass",NOUN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
where,True,where,WRB,wh-adverb,SCONJ,advmod
the,True,the,DT,determiner,DET,det
country,False,country,NN,"noun, singular or mass",NOUN,poss
’s,True,’s,POS,possessive ending,PART,case
military,False,military,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
leadership,False,leadership,NN,"noun, singular or mass",NOUN,nsubj
",",False,",",",","punctuation mark, comma",PUNCT,punct
headed,False,head,VBN,"verb, past participle",VERB,acl
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
General,False,General,NNP,"noun, proper singular",PROPN,compound
Burhan,False,Burhan,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
granted,False,grant,VBD,"verb, past tense",VERB,relcl
Moscow,False,Moscow,NNP,"noun, proper singular",PROPN,dative
large,False,large,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
concessions,False,concession,NNS,"noun, plural",NOUN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
country,False,country,NN,"noun, singular or mass",NOUN,poss
’s,True,’s,POS,possessive ending,PART,case
gold,False,gold,NN,"noun, singular or mass",NOUN,compound
mining,False,mining,NN,"noun, singular or mass",NOUN,compound
industry,False,industry,NN,"noun, singular or mass",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
exchange,False,exchange,NN,"noun, singular or mass",NOUN,pobj
for,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
weapons,False,weapon,NNS,"noun, plural",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
political,False,political,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
backing,False,backing,NN,"noun, singular or mass",NOUN,conj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
That,True,that,DT,determiner,DET,det
quid,False,quid,VBP,"verb, non-3rd person singular present",VERB,amod
pro,False,pro,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
quo,False,quo,NN,"noun, singular or mass",NOUN,nsubj
helped,False,help,VBD,"verb, past tense",VERB,ROOT
finance,False,finance,VB,"verb, base form",VERB,xcomp
Moscow,False,Moscow,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
full,True,full,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
scale,False,scale,NN,"noun, singular or mass",NOUN,compound
invasion,False,invasion,NN,"noun, singular or mass",NOUN,dobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
Ukraine,False,Ukraine,NNP,"noun, proper singular",PROPN,pobj
while,True,while,IN,"conjunction, subordinating or preposition",SCONJ,mark
entrenching,False,entrench,VBG,"verb, gerund or present participle",VERB,advcl
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
military,False,military,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
junta,False,junta,NN,"noun, singular or mass",NOUN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
especially,False,especially,RB,adverb,ADV,advmod
Hemedti,False,Hemedti,NNP,"noun, proper singular",PROPN,appos
",",False,",",",","punctuation mark, comma",PUNCT,punct
who,True,who,WP,"wh-pronoun, personal",PRON,nsubj
had,True,have,VBD,"verb, past tense",VERB,relcl
a,True,a,DT,determiner,DET,det
meteoric,False,meteoric,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
rise,False,rise,NN,"noun, singular or mass",NOUN,dobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
power,False,power,NN,"noun, singular or mass",NOUN,pobj
from,True,from,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
leader,False,leader,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
previous,False,previous,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
incarnation,False,incarnation,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
